# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct 20 21:07:36 2012
#
pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_massj,pl_radj,pl_radj,pl_dens,pl_orbincl,st_dist,st_vj,st_teff,st_mass,st_rad,hd_name,hip_name,st_bmvj,pl_rade,pl_disc
XO-2,b,Transit,2.61586400,0.036800,,0.56500,0.996,0.996,,,148.00,11.180,5340.00,0.97,0.98,,,0.820,11.164,2007
XO-3,b,Transit,3.19152390,0.045400,0.260000,11.79000,1.217,1.217,8.10000,84.200,174.00,,6429.00,1.21,1.38,,,,13.641,2007
XO-4,b,Transit,4.12502000,0.055500,0.000000,1.72000,1.340,1.340,,88.700,293.00,,6397.00,1.32,1.56,,,,15.020,2008
XO-5,b,Transit,4.18775700,0.048800,,1.05900,1.109,1.109,0.96000,86.700,260.00,,5370.00,0.88,1.08,,,,12.431,2008
alpha Ari,b,Radial Velocity,380.80000000,1.200000,0.250000,,,,,,20.20,2.000,4553.00,1.50,13.90,HD 12929,HIP 9884,1.150,,2011
alpha Cen B,b,Radial Velocity,3.23570000,0.040000,0.000000,,,,,,1.35,1.340,5214.00,0.93,0.86,HD 128621,HIP 71681,0.840,,2012
beta Pic,b,Imaging,6000.00000000,8.000000,,8.00000,,,,,19.28,3.850,,,,HD 39060,HIP 27321,0.170,,2008
epsilon CrB,b,Radial Velocity,417.90000000,1.300000,0.110000,6.70000,,,,,70.42,4.150,,,,HD 143107,HIP 78159,1.230,,2012
epsilon Eri,b,Radial Velocity,2502.00000000,3.390000,0.702000,,,,,30.100,3.22,3.730,,0.83,,HD 22049,HIP 16537,0.880,,2000
epsilon Tau,b,Radial Velocity,594.90000000,1.930000,0.151000,,,,,,47.50,3.540,4901.00,2.70,13.70,HD 28305,HIP 20889,1.010,,2007
gamma 1 Leo,b,Radial Velocity,428.50000000,1.190000,0.144000,,,,,,38.50,1.980,4330.00,1.23,31.88,HD 89484,HIP 50583A,1.150,,2009
gamma Cep,b,Radial Velocity,903.30000000,2.050000,0.049000,,,,,,13.80,3.210,4888.00,1.40,4.90,HD 222404,HIP 116727,1.030,,2003
kappa CrB,b,Radial Velocity,1251.00000000,2.600000,0.073000,1.60000,,,,,31.10,4.820,4877.00,1.51,5.00,HD 142091,HIP 77655,1.000,,2007
ksi Aql,b,Radial Velocity,136.75000000,0.680000,0.000000,,,,,,62.66,4.680,,,,HD 188310,HIP 97938,1.050,,2008
nu Oph,b,Radial Velocity,530.32000000,1.900000,0.125600,24.00000,,,,,46.80,3.340,4928.00,3.04,15.10,HD 163917,HIP 88048,0.990,,2004
nu Oph,c,Radial Velocity,3186.00000000,6.100000,0.165000,27.00000,,,,,46.80,3.340,4928.00,3.04,15.10,HD 163917,HIP 88048,0.990,,2010
omicron CrB,b,Radial Velocity,187.83000000,0.830000,0.191000,1.50000,,,,,84.00,5.510,4749.00,2.13,10.50,HD 136512,HIP 75049,1.020,,2012
omicron UMa,b,Radial Velocity,1630.00000000,3.900000,0.130000,4.10000,,,,,56.30,3.360,5242.00,3.09,14.10,HD 71369,HIP 41704,0.850,,2012
rho CrB,b,Radial Velocity,39.84500000,0.220000,0.040000,,,,,,17.43,5.400,,,,HD 143761,HIP 78459,0.600,,1997
tau Boo,b,Radial Velocity,3.31350000,0.046000,0.018000,,,,,,15.60,4.500,,,,HD 120136,HIP 67275,0.480,,1996
upsilon And,b,Radial Velocity,4.61703300,0.059222,0.021500,,,,,,13.47,4.100,,,,HD 9826,HIP 7513,0.540,,1996
upsilon And,c,Radial Velocity,241.25800000,0.827774,0.259600,,,,,,13.47,4.100,,,,HD 9826,HIP 7513,0.540,,1999
upsilon And,d,Radial Velocity,1276.46000000,2.513290,0.298700,,,,,,13.47,4.100,,,,HD 9826,HIP 7513,0.540,,1999
upsilon And,e,Radial Velocity,3848.86000000,5.245580,0.005360,,,,,,13.47,4.100,,,,HD 9826,HIP 7513,0.540,,2010
